frequency_mhz,amplitude_spectrum,power_spectrum
0.0,0.4679866635125503,0.219011517225609
0.007000911577028259,0.8052311750189429,0.6483972452223875
0.014001823154056518,1.2005713407334406,1.4413715441904913
0.021002734731084778,0.3796442000740961,0.14412971864990032
0.028003646308113035,0.6841101526286042,0.46800670092953206
0.03500455788514129,0.4068267348324973,0.16550799217447107
0.042005469462169556,1.1564932113083761,1.3374765478023605
0.04900638103919781,0.564523777910461,0.3186870958262995
0.05600729261622607,0.9848345613877127,0.9698991133037286
0.06300820419325433,0.948257364210798,0.8991920287800099
0.07000911577028258,0.6599653367876013,0.43555424576117197
0.07701002734731084,0.9544570888433945,0.9109883344434075
0.08401093892433911,0.6051422067228859,0.3661970903574439
0.09101185050136737,0.746562723970519,0.5573559008222814
0.09801276207839563,1.0402232905159834,1.0820644941319
0.10501367365542388,1.2701832774983697,1.6133655584365003
0.11201458523245214,0.8834935386653374,0.7805608328634
0.1190154968094804,0.727536328387872,0.5293091091241056
0.12601640838650865,1.1507889977294565,1.324315317295167
0.1330173199635369,0.18291400055196935,0.03345753159792584
0.14001823154056517,0.7975506768143047,0.6360870820869555
0.14701914311759343,0.8150086883303412,0.6642391620539432
0.15402005469462168,0.6415111238851638,0.411536522068406
0.16102096627164994,0.7027952093743112,0.49392110631948194
0.16802187784867822,0.6899352936650802,0.4760107094447204
0.17502278942570648,1.0872183605526053,1.182043763522695
0.18202370100273474,0.9853469520751368,0.970908615963762
0.189024612579763,0.33680542825782384,0.1134378965039361
0.19602552415679125,0.7145004518483624,0.5105108956915141
0.2030264357338195,0.09291632721837154,0.008633443863751492
0.21002734731084777,0.8438902832918651,0.7121508102344244
0.21702825888787602,0.36585725145092146,0.13385152843922277
0.22402917046490428,0.5277847390231387,0.2785567307457227
0.23103008204193254,0.4614518848995333,0.21293784207733213
0.2380309936189608,1.0704765569086758,1.1459200588910536
0.24503190519598905,0.48925345579009194,0.23936894400254743
0.2520328167730173,0.873298292359732,0.7626499074384239
0.25903372835004557,0.5691774941748009,0.32396301987510556
0.2660346399270738,0.5835497230309155,0.3405302792494581
0.2730355515041021,0.8134065198375936,0.6616301665143054
0.28003646308113034,0.6333329585591847,0.40111063639732997
0.2870373746581586,0.3910805783425499,0.1529440187567433
0.29403828623518685,0.5351397782911288,0.28637458230947843
0.3010391978122151,0.7165781418722456,0.51348423340908
0.30804010938924337,0.6040764415579276,0.36490834724528826
0.3150410209662716,1.2719247981022515,1.6177926920274532
0.3220419325432999,0.551158491217826,0.30377568244151043
0.32904284412032814,0.5721554723410512,0.3273618845298114
0.33604375569735645,1.266646432543918,1.6043931850762343
0.3430446672743847,1.1995245456596835,1.4388591356400697
0.35004557885141296,1.254742269341336,1.5743781624718458
0.3570464904284412,0.842897524397736,0.7104762366358319
0.3640474020054695,0.5207020597784681,0.2711306350575393
0.37104831358249774,0.9397887407446964,0.8832028772305023
0.378049225159526,1.2118305655986443,1.4685333197191301
0.38505013673655425,0.8434518528313322,0.7114110280446072
